# Time	Temperature [K]	Pressure [Pa]
0.00623	2659.99	5.06625e+06
0.00624	2659.99	5.06625e+06
0.00625	2659.99	5.06625e+06
0.00626	2659.99	5.06625e+06
0.00627	2659.99	5.06625e+06
0.00628	2659.99	5.06625e+06
0.00629	2659.99	5.06625e+06
0.0063	2659.99	5.06625e+06
0.00631	2659.99	5.06625e+06
0.00632	2659.99	5.06625e+06
0.00633	2659.99	5.06625e+06
0.00634	2659.99	5.06625e+06
0.00635	2659.99	5.06625e+06
0.00636	2659.99	5.06625e+06
0.00637	2659.99	5.06625e+06
0.00638	2660	5.06625e+06
0.00639	2660	5.06625e+06
0.0064	2660	5.06625e+06
0.00641	2660	5.06625e+06
0.00642	2660	5.06625e+06
0.00643	2660	5.06625e+06
0.00644	2660	5.06625e+06
0.00645	2660	5.06625e+06
0.00646	2660	5.06625e+06
0.00647	2660	5.06625e+06
0.00648	2660	5.06625e+06
0.00649	2660	5.06625e+06
0.0065	2660	5.06625e+06
0.00651	2660	5.06625e+06
0.00652	2660	5.06625e+06
0.00653	2660	5.06625e+06
0.00654	2660	5.06625e+06
0.00655	2660	5.06625e+06
0.00656	2660	5.06625e+06
0.00657	2660	5.06625e+06
0.00658	2660	5.06625e+06
0.00659	2660	5.06625e+06
0.0066	2660	5.06625e+06
0.00661	2660	5.06625e+06
0.00662	2660	5.06625e+06
0.00663	2660	5.06625e+06
0.00664	2660	5.06625e+06
0.00665	2660	5.06625e+06
0.00666	2660	5.06625e+06
0.00667	2660	5.06625e+06
0.00668	2660	5.06625e+06
0.00669	2660	5.06625e+06
0.0067	2660	5.06625e+06
0.00671	2660	5.06625e+06
0.00672	2660	5.06625e+06
0.00673	2660	5.06625e+06
0.00674	2660	5.06625e+06
0.00675	2660	5.06625e+06
0.00676	2660	5.06625e+06
0.00677	2660	5.06625e+06
0.00678	2660	5.06625e+06
0.00679	2660	5.06625e+06
0.0068	2660	5.06625e+06
0.00681	2660	5.06625e+06
0.00682	2660	5.06625e+06
0.00683	2660	5.06625e+06
0.00684	2660	5.06625e+06
0.00685	2660	5.06625e+06
0.00686	2660	5.06625e+06
0.00687	2660	5.06625e+06
0.00688	2660	5.06625e+06
0.00689	2660	5.06625e+06
0.0069	2660	5.06625e+06
0.00691	2660	5.06625e+06
0.00692	2660	5.06625e+06
0.00693	2660	5.06625e+06
0.00694	2660	5.06625e+06
0.00695	2660	5.06625e+06
0.00696	2660	5.06625e+06
0.00697	2660	5.06625e+06
0.00698	2660	5.06625e+06
0.00699	2660	5.06625e+06
0.007	2660	5.06625e+06
0.00701	2660	5.06625e+06
0.00702	2660	5.06625e+06
0.00703	2660	5.06625e+06
0.00704	2660	5.06625e+06
0.00705	2660	5.06625e+06
0.00706	2660	5.06625e+06
0.00707	2660	5.06625e+06
0.00708	2660	5.06625e+06
0.00709	2660	5.06625e+06
0.0071	2660	5.06625e+06
0.00711	2660	5.06625e+06
0.00712	2660	5.06625e+06
0.00713	2660	5.06625e+06
0.00714	2660	5.06625e+06
0.00715	2660	5.06625e+06
0.00716	2660	5.06625e+06
0.00717	2660	5.06625e+06
0.00718	2660	5.06625e+06
0.00719	2660	5.06625e+06
0.0072	2660	5.06625e+06
0.00721	2660	5.06625e+06
0.00722	2660	5.06625e+06
0.00723	2660	5.06625e+06
0.00724	2660	5.06625e+06
0.00725	2660	5.06625e+06
0.00726	2660	5.06625e+06
0.00727	2660	5.06625e+06
0.00728	2660	5.06625e+06
0.00729	2660	5.06625e+06
0.0073	2660	5.06625e+06
0.00731	2660	5.06625e+06
0.00732	2660	5.06625e+06
0.00733	2660	5.06625e+06
0.00734	2660	5.06625e+06
0.00735	2660	5.06625e+06
0.00736	2660	5.06625e+06
0.00737	2660	5.06625e+06
